City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
96,Nikolskoye,59.7035,30.7861,35.87,95,100,9.19,RU,2022-02-07 01:18:06
97,Prieska,-29.6641,22.7474,73.38,58,76,4.43,ZA,2022-02-07 01:20:43
98,Ribeira Grande,38.5167,-28.7,61.21,84,11,13.78,PT,2022-02-07 01:20:43
99,Castro,-24.7911,-50.0119,64.29,79,6,0.04,BR,2022-02-07 01:18:00
100,Ushuaia,-54.8,-68.3,54.37,95,100,7.29,AR,2022-02-07 01:09:22
101,Nabire,-3.3667,135.4833,83.19,71,100,0.63,ID,2022-02-07 01:20:44
102,Clinton,42.587,-82.9199,28.42,72,37,1.01,US,2022-02-07 01:20:44
103,Clyde River,70.4692,-68.5914,-30.77,68,0,10.36,CA,2022-02-07 01:20:45
104,Tilichiki,60.4667,166.1,-6.38,79,1,9.78,RU,2022-02-07 01:20:45
105,Saint-Philippe,-21.3585,55.7679,76.59,84,99,13.4,RE,2022-02-07 01:20:46
106,Alyangula,-13.8483,136.4192,83.43,71,67,2.93,AU,2022-02-07 01:20:46
107,Kenai,60.5544,-151.2583,28.15,92,0,3.44,US,2022-02-07 01:20:47
108,Losone,46.1687,8.7593,45.1,77,40,2.3,CH,2022-02-07 01:20:47
109,Kishi,9.0833,3.85,76.33,17,0,2.98,NG,2022-02-07 01:20:48
110,Khipro,25.8285,69.3772,61.14,88,0,4.97,PK,2022-02-07 01:20:48
111,Talnakh,69.4865,88.3972,-28.43,99,57,1.5,RU,2022-02-07 01:20:48
112,Kalmunai,7.4167,81.8167,74.1,83,33,8.9,LK,2022-02-07 01:20:49
113,Kavieng,-2.5744,150.7967,83.79,71,89,2.24,PG,2022-02-07 01:20:06
114,Boo,59.3333,18.2833,30.81,92,75,4.61,SE,2022-02-07 01:20:49
115,Bonfim,3.0833,-59.95,80.22,71,79,2.95,BR,2022-02-07 01:20:50
116,Faanui,-16.4833,-151.75,81.32,73,100,18.79,PF,2022-02-07 01:14:18
117,Kiama,-34.6833,150.8667,74.57,69,48,3.0,AU,2022-02-07 01:20:50
118,Shenjiamen,29.9576,122.298,45.09,83,100,18.68,CN,2022-02-07 01:20:51
119,Teahupoo,-17.8333,-149.2667,80.56,76,87,20.69,PF,2022-02-07 01:20:51
120,Lagoa,39.05,-27.9833,59.67,86,8,15.26,PT,2022-02-07 01:20:52
121,Aklavik,68.2191,-135.0107,-22.97,94,100,18.81,CA,2022-02-07 01:20:52
122,East London,-33.0153,27.9116,71.76,84,100,15.35,ZA,2022-02-07 01:20:53
123,Riyadh,24.6877,46.7219,48.34,44,0,6.33,SA,2022-02-07 01:16:49
124,Urumqi,43.801,87.6005,7.75,67,2,6.71,CN,2022-02-07 01:20:02
125,Coihaique,-45.5752,-72.0662,70.41,56,100,5.75,CL,2022-02-07 01:20:53
126,Port Elizabeth,-33.918,25.5701,69.1,77,0,4.61,ZA,2022-02-07 01:18:50
127,Dingle,10.9995,122.6711,80.91,72,91,13.94,PH,2022-02-07 01:20:54
128,Vallenar,-28.5708,-70.7581,71.98,49,0,3.42,CL,2022-02-07 01:20:54
129,Uige,-7.6087,15.0613,64.76,98,98,0.04,AO,2022-02-07 01:20:55
130,Hobart,-42.8794,147.3294,77.02,48,20,1.01,AU,2022-02-07 01:14:10
131,Tura,25.5198,90.2201,51.03,78,0,3.09,IN,2022-02-07 01:20:55
132,Fortuna,40.5982,-124.1573,60.19,90,40,0.0,US,2022-02-07 01:14:18
133,Sur,22.5667,59.5289,69.55,65,0,11.39,OM,2022-02-07 01:20:56
134,Arman,59.7,150.1667,14.02,72,99,8.1,RU,2022-02-07 01:20:56
135,Nieuw Amsterdam,5.8833,-55.0833,79.02,89,100,7.94,SR,2022-02-07 01:20:57
136,Manzanillo,20.3433,-77.1167,75.76,66,66,10.65,CU,2022-02-07 01:21:57
137,Weinan,34.5036,109.5089,33.49,69,45,0.94,CN,2022-02-07 01:21:58
138,Barrow,71.2906,-156.7887,-25.58,62,0,12.66,US,2022-02-07 01:21:58
139,Brae,60.3964,-1.353,39.11,52,100,34.92,GB,2022-02-07 01:17:52
140,The Valley,18.217,-63.0578,77.09,71,93,22.21,AI,2022-02-07 01:21:59
141,Aksarka,66.5606,67.7975,-14.26,100,96,6.78,RU,2022-02-07 01:21:59
142,San Quintin,30.4833,-115.95,61.59,43,0,6.64,MX,2022-02-07 01:21:59
143,Constitucion,-35.3333,-72.4167,58.86,81,0,8.03,CL,2022-02-07 01:14:19
144,Nandgaon,20.3167,74.65,63.32,35,8,3.04,IN,2022-02-07 01:22:00
145,Palmer,42.1584,-72.3287,22.03,68,20,0.0,US,2022-02-07 01:22:01
146,Meadow Lake,34.8014,-106.5436,37.67,59,81,4.72,US,2022-02-07 01:22:01
147,Yar-Sale,66.8333,70.8333,-9.53,99,41,8.95,RU,2022-02-07 01:22:01
148,San Patricio,28.017,-97.5169,61.21,78,100,10.0,US,2022-02-07 01:17:38
149,Ixtapa,20.7,-105.2,73.22,83,75,10.36,MX,2022-02-07 01:22:02
150,Lazaro Cardenas,17.9583,-102.2,77.74,63,22,8.1,MX,2022-02-07 01:22:02
151,Tuktoyaktuk,69.4541,-133.0374,-27.4,68,75,12.66,CA,2022-02-07 01:22:03
152,Lucapa,-8.4192,20.7447,64.29,97,100,2.39,AO,2022-02-07 01:22:03
153,Leshukonskoye,64.8989,45.7622,13.28,94,99,7.74,RU,2022-02-07 01:22:04
154,Aqtobe,50.2797,57.2072,19.49,86,100,15.66,KZ,2022-02-07 01:22:04
155,Pakxan,18.3778,103.6601,69.6,73,77,3.8,LA,2022-02-07 01:22:04
156,Kruisfontein,-34.0033,24.7314,66.88,66,0,1.1,ZA,2022-02-07 01:22:05
157,Filadelfia,39.9523,-75.1638,31.89,68,40,3.0,US,2022-02-07 01:18:51
158,Marzuq,14.4,46.4667,59.11,46,100,3.27,YE,2022-02-07 01:22:05
159,Pangnirtung,66.1451,-65.7125,-36.47,97,100,3.51,CA,2022-02-07 01:22:06
160,Olindina,-11.3667,-38.3333,75.65,83,84,7.96,BR,2022-02-07 01:22:06
161,Makakilo City,21.3469,-158.0858,79.12,61,100,8.05,US,2022-02-07 01:22:07
162,Ketchikan,55.3422,-131.6461,45.07,93,100,19.57,US,2022-02-07 01:22:05
163,Maturin,9.75,-63.1767,75.13,83,7,6.73,VE,2022-02-07 01:22:07
164,Guarapari,-20.6667,-40.4975,80.49,85,0,13.98,BR,2022-02-07 01:22:08
165,Luderitz,-26.6481,15.1594,69.17,72,59,2.84,NA,2022-02-07 01:22:08
166,Amga,60.8953,131.9608,-18.99,98,100,1.34,RU,2022-02-07 01:22:09
167,Gat,31.61,34.7642,54.91,100,4,7.07,IL,2022-02-07 01:22:04
168,Vung Tau,10.346,107.0843,79.05,71,52,4.45,VN,2022-02-07 01:22:09
169,Korla,41.7597,86.1469,21.67,50,74,3.33,CN,2022-02-07 01:22:10
170,Mitsamiouli,-11.3847,43.2844,80.89,78,75,24.16,KM,2022-02-07 01:22:10
171,Katakwi,1.8911,33.9661,70.3,40,100,1.52,UG,2022-02-07 01:22:11
172,Ornskoldsvik,63.2909,18.7153,23.95,100,100,3.44,SE,2022-02-07 01:22:11
173,Bara,10.3744,10.7288,65.19,30,0,8.43,NG,2022-02-07 01:22:10
174,Thunder Bay,48.4001,-89.3168,10.99,75,100,4.61,CA,2022-02-07 01:20:57
175,Hithadhoo,-0.6,73.0833,82.27,70,63,14.88,MV,2022-02-07 01:14:09
176,Itaituba,-4.2761,-55.9836,78.96,89,75,5.75,BR,2022-02-07 01:22:12
177,Beringovskiy,63.05,179.3167,-13.0,95,23,5.21,RU,2022-02-07 01:22:12
178,Georgetown,5.4112,100.3354,78.73,88,20,4.61,MY,2022-02-07 01:10:01
179,Ilebo,-4.3167,20.5833,70.27,97,93,0.96,CD,2022-02-07 01:22:13
180,Ovalle,-30.5983,-71.2003,73.94,53,0,4.38,CL,2022-02-07 01:22:13
181,Caravelas,-17.7125,-39.2481,77.09,84,68,6.2,BR,2022-02-07 01:22:14
182,Yaval,21.1667,75.7,64.72,32,4,1.97,IN,2022-02-07 01:23:15
183,Tongzi,28.7829,105.0877,42.28,88,100,2.19,CN,2022-02-07 01:23:15
184,Avarua,-21.2078,-159.775,82.45,74,75,16.11,CK,2022-02-07 01:23:16
185,Morondava,-20.2833,44.2833,80.83,84,100,24.85,MG,2022-02-07 01:23:16
186,Lasa,46.6166,10.7002,44.06,86,100,5.79,IT,2022-02-07 01:23:17
187,Ukiah,39.1502,-123.2078,68.65,39,0,4.61,US,2022-02-07 01:20:01
188,Muroto,33.2833,134.15,42.84,54,92,9.55,JP,2022-02-07 01:23:17
189,Guerrero Negro,27.9769,-114.0611,63.23,37,0,11.1,MX,2022-02-07 01:23:18
190,Sabaudia,41.3003,13.0282,53.56,98,6,10.09,IT,2022-02-07 01:23:18
191,Butaritari,3.0707,172.7902,82.58,74,85,15.75,KI,2022-02-07 01:19:17
192,Hambantota,6.1241,81.1185,74.44,75,100,6.6,LK,2022-02-07 01:23:19
193,Oktyabrskiy,54.4815,53.471,11.52,98,100,2.8,RU,2022-02-07 01:23:19
194,Moose Factory,51.2585,-80.6094,-4.0,77,0,5.75,CA,2022-02-07 01:23:19
195,Carnarvon,-24.8667,113.6333,73.51,55,8,21.65,AU,2022-02-07 01:22:29
196,Brebeni,44.3667,24.45,30.51,54,97,1.52,RO,2022-02-07 01:23:20
197,Suhbaatar,50.2314,106.2078,-10.73,98,54,3.31,MN,2022-02-07 01:23:20
198,Solnechnyy,50.7214,136.6319,2.12,92,100,2.53,RU,2022-02-07 01:23:21
199,Pevek,69.7008,170.3133,-23.1,98,31,0.96,RU,2022-02-07 01:14:12
200,Djibo,14.1022,-1.6306,67.73,14,0,9.98,BF,2022-02-07 01:23:21
201,Marrakesh,31.6315,-8.0083,60.87,55,0,3.44,MA,2022-02-07 01:23:22
202,Chiesanuova,43.9045,12.4214,49.62,70,75,8.01,SM,2022-02-07 01:23:22
203,Bengkulu,-3.8004,102.2655,76.39,88,99,8.9,ID,2022-02-07 01:23:23
204,Anloga,5.7947,0.8973,80.82,82,96,6.17,GH,2022-02-07 01:23:23
205,Santa Teresa,10.2341,-66.6631,80.42,96,12,2.93,VE,2022-02-07 01:23:24
206,Talcahuano,-36.7167,-73.1167,67.68,64,0,10.36,CL,2022-02-07 01:23:24
207,West Bay,19.3667,-81.4167,78.01,79,75,1.99,KY,2022-02-07 01:23:25
208,Bonthe,7.5264,-12.505,77.49,89,97,4.83,SL,2022-02-07 01:23:25
209,Yurginskoye,56.8189,67.3921,-0.62,82,79,7.25,RU,2022-02-07 01:23:25
210,Lae,-6.7221,146.9847,89.01,55,48,3.78,PG,2022-02-07 01:23:26
211,Varhaug,58.6147,5.6457,40.55,66,9,32.77,NO,2022-02-07 01:23:26
212,College,64.8569,-147.8028,-2.42,77,100,0.0,US,2022-02-07 01:23:27
213,Rajapur,25.3833,81.15,49.68,65,0,2.1,IN,2022-02-07 01:23:27
214,Celica,-4.1167,-79.95,61.39,91,99,1.41,EC,2022-02-07 01:23:27
215,Lisburn,54.5234,-6.0353,38.64,90,75,8.05,GB,2022-02-07 01:23:28
216,Lagoa Vermelha,-28.2086,-51.5258,57.49,70,0,3.53,BR,2022-02-07 01:23:28
217,Paamiut,61.994,-49.6678,8.94,60,100,29.04,GL,2022-02-07 01:23:29
218,Esperance,-33.8667,121.9,66.02,54,15,26.33,AU,2022-02-07 01:23:21
219,Shelabolikha,53.4131,82.6167,13.46,98,76,2.71,RU,2022-02-07 01:23:29
220,Walvis Bay,-22.9575,14.5053,70.75,83,83,4.61,NA,2022-02-07 01:23:30
221,Siverek,37.755,39.3167,32.61,70,0,6.04,TR,2022-02-07 01:23:30
222,Aksu,41.1231,80.2644,19.76,48,100,0.96,CN,2022-02-07 01:23:31
223,Chokurdakh,70.6333,147.9167,-41.08,100,70,2.53,RU,2022-02-07 01:19:27
224,Mackenzie,55.2999,-123.1698,41.22,60,75,13.8,CA,2022-02-07 01:24:31
225,Anadyr,64.75,177.4833,-17.52,82,0,6.71,RU,2022-02-07 01:24:32
226,Midland,31.9974,-102.0779,52.47,31,0,12.66,US,2022-02-07 01:24:32
227,Durango,24.8333,-104.8333,52.11,48,23,13.13,MX,2022-02-07 01:20:12
228,Capitan Miranda,-27.2,-55.8,74.25,46,0,3.98,PY,2022-02-07 01:24:33
229,Nardaran,40.5561,50.0056,35.24,60,0,9.22,AZ,2022-02-07 01:24:33
230,Lerwick,60.1545,-1.1494,39.2,53,86,34.38,GB,2022-02-07 01:24:33
231,Nemuro,43.3236,145.575,28.83,72,27,11.63,JP,2022-02-07 01:24:34
232,Cap Malheureux,-19.9842,57.6142,77.49,86,100,1.99,MU,2022-02-07 01:24:34
233,Moree,-29.4667,149.85,82.42,36,0,8.05,AU,2022-02-07 01:24:35
234,Pahrump,36.2083,-115.9839,61.52,14,0,3.0,US,2022-02-07 01:24:35
235,Palora,-1.7,-77.9333,66.42,97,41,1.81,EC,2022-02-07 01:24:35
236,Chabahar,25.2919,60.643,69.91,64,0,11.86,IR,2022-02-07 01:24:36
237,Gedangan,-7.3908,112.7267,84.16,74,20,9.22,ID,2022-02-07 01:24:36
238,Hilo,19.7297,-155.09,75.25,90,80,1.99,US,2022-02-07 01:24:37
239,Ambon,-3.6954,128.1814,86.14,74,40,4.61,ID,2022-02-07 01:24:37
240,Kaliningrad,54.7065,20.511,35.65,96,100,17.02,RU,2022-02-07 01:24:37
241,Port Lincoln,-34.7333,135.8667,79.14,47,0,15.32,AU,2022-02-07 01:24:38
242,Morro Bay,35.3658,-120.8499,68.4,56,0,1.99,US,2022-02-07 01:24:38
243,Tasiilaq,65.6145,-37.6368,23.16,56,100,53.35,GL,2022-02-07 01:24:39
244,Weihe,32.9952,105.3247,27.79,89,100,3.0,CN,2022-02-07 01:24:39
245,Minna,9.6139,6.5569,76.69,17,0,9.26,NG,2022-02-07 01:24:39
246,Nantucket,41.2835,-70.0995,32.14,70,0,10.36,US,2022-02-07 01:19:49
247,Big Bend,-26.8167,31.9333,67.77,97,11,3.83,SZ,2022-02-07 01:23:05
248,Mahon,39.8885,4.2658,46.96,93,20,4.61,ES,2022-02-07 01:24:40
249,Gardner,42.5751,-71.9981,19.99,87,0,0.0,US,2022-02-07 01:24:40
250,Verkhnyaya Inta,65.9811,60.3094,0.7,90,100,7.25,RU,2022-02-07 01:24:41
251,Margate,51.3813,1.3862,42.75,68,4,11.99,GB,2022-02-07 01:24:41
252,Iwanai,42.9744,140.5089,29.1,65,100,9.82,JP,2022-02-07 01:24:42
253,Yinchuan,38.4681,106.2731,21.33,90,100,2.86,CN,2022-02-07 01:24:42
254,Akyab,20.15,92.9,58.98,62,100,6.76,MM,2022-02-07 01:24:42
255,Erenhot,43.6475,111.9767,3.24,85,3,5.7,CN,2022-02-07 01:24:43
256,Aykhal,66.0,111.5,-16.17,100,99,5.79,RU,2022-02-07 01:24:43
257,Isangel,-19.55,169.2667,82.51,94,100,1.14,VU,2022-02-07 01:20:25
258,San Borja,-14.8167,-66.85,69.67,99,100,3.49,BO,2022-02-07 01:24:44
259,Alofi,-19.0595,-169.9187,82.29,83,100,8.05,NU,2022-02-07 01:24:44
260,Cayenne,4.9333,-52.3333,80.1,87,20,5.01,GF,2022-02-07 01:23:21
261,Tansen,27.8673,83.5467,41.79,88,39,1.81,NP,2022-02-07 01:24:45
262,North Bend,43.4065,-124.2243,57.92,71,0,3.44,US,2022-02-07 01:22:01
263,Trairi,-3.2778,-39.2689,77.95,79,3,6.85,BR,2022-02-07 01:23:30
264,Balkhash,46.844,74.9804,16.41,86,100,6.71,KZ,2022-02-07 01:24:46
265,Ewa Beach,21.3156,-158.0072,80.55,60,75,18.01,US,2022-02-07 01:23:39
266,Cajati,-24.7361,-48.1228,73.15,99,89,1.59,BR,2022-02-07 01:22:21
267,Bandarbeyla,9.4942,50.8122,74.66,75,97,13.0,SO,2022-02-07 01:24:46
268,Sao Felix Do Xingu,-6.6447,-51.995,72.73,96,100,0.38,BR,2022-02-07 01:24:47
269,Kismayo,-0.3582,42.5454,77.52,83,99,16.71,SO,2022-02-07 01:24:47
270,Los Llanos De Aridane,28.6585,-17.9182,62.13,71,75,20.0,ES,2022-02-07 01:24:47
271,Redlands,34.0556,-117.1825,74.44,15,0,9.22,US,2022-02-07 01:24:48
272,Gwadar,25.1216,62.3254,69.44,75,0,7.07,PK,2022-02-07 01:24:48
273,Lagos,6.5833,3.75,80.92,96,68,1.5,NG,2022-02-07 01:25:44
274,Caluquembe,-13.7833,14.6833,61.2,55,100,2.91,AO,2022-02-07 01:25:49
275,Port Pirie,-33.1833,138.0167,87.89,23,4,17.25,AU,2022-02-07 01:25:49
276,Bom Despacho,-19.7364,-45.2522,66.24,99,100,3.89,BR,2022-02-07 01:25:50
277,Beech Grove,39.722,-86.09,30.25,76,0,5.75,US,2022-02-07 01:24:23
278,Bonavista,48.6499,-53.1147,13.12,64,59,20.85,CA,2022-02-07 01:25:50
279,Voh,-20.9667,164.7,84.36,79,100,11.7,NC,2022-02-07 01:21:54
280,Veraval,20.9,70.3667,63.59,77,5,8.55,IN,2022-02-07 01:25:51
281,Olafsvik,64.8945,-23.7142,30.27,61,100,26.6,IS,2022-02-07 01:25:51
282,Okhotsk,59.3833,143.3,-0.85,71,96,9.28,RU,2022-02-07 01:25:52
283,Vardo,70.3705,31.1107,23.29,82,74,20.07,NO,2022-02-07 01:25:52
284,Amberley,39.2048,-84.428,31.15,81,0,1.01,US,2022-02-07 01:25:53
285,Soria,41.6667,-2.6667,34.86,75,23,3.69,ES,2022-02-07 01:25:53
286,Vuktyl,63.8567,57.3094,12.13,81,100,8.01,RU,2022-02-07 01:25:53
287,Dong Hoi,17.4833,106.6,69.28,87,100,2.01,VN,2022-02-07 01:25:54
288,Pisco,-13.7,-76.2167,68.02,88,0,5.75,PE,2022-02-07 01:23:20
289,Yerbogachen,61.2767,108.0108,-13.43,100,97,2.01,RU,2022-02-07 01:25:54
290,Yantai,37.5333,121.4,32.36,46,100,3.42,CN,2022-02-07 01:25:55
291,Dargaville,-35.9333,173.8833,74.79,96,99,7.87,NZ,2022-02-07 01:25:55
292,Agogo,6.8,-1.0819,71.83,88,47,3.06,GH,2022-02-07 01:25:56
293,Bismarck,46.8083,-100.7837,28.87,84,0,3.0,US,2022-02-07 01:25:02
294,Mar Del Plata,-38.0023,-57.5575,64.42,76,100,24.0,AR,2022-02-07 01:22:52
295,Beloha,-25.1667,45.05,73.94,94,100,14.34,MG,2022-02-07 01:25:57
